ds_name,qid,oracle_alpha,oracle_ndcg
arguana,test-digital-freedoms-efsappgdfp-pro04a,0.0,0.5
arguana,test-digital-freedoms-eifdfaihs-pro01a,0.18,0.3562071871080222
arguana,test-digital-freedoms-eifpgdff-con02a,0.0,0.6309297535714575
arguana,test-digital-freedoms-eifpgdff-con03a,0.0,0.6309297535714575
arguana,test-digital-freedoms-phwnaccpdt-con01a,0.19,0.2890648263178879
arguana,test-digital-freedoms-phwnaccpdt-con02a,0.68,0.3562071871080222
arguana,test-digital-freedoms-piidfaihbg-pro02a,0.0,0.5
arguana,test-digital-freedoms-piidfaihbg-pro03a,0.0,0.3010299956639812
arguana,test-economy-bepahbtsnrt-con02a,0.87,0.6309297535714575
arguana,test-economy-bepiehbesa-pro02a,0.0,0.6309297535714575
arguana,test-economy-bepighbdb-pro01a,0.0,0.6309297535714575
arguana,test-economy-bepighbdb-pro03a,0.0,0.6309297535714575
arguana,test-economy-beplcpdffe-pro02a,0.0,0.38685280723454163
arguana,test-economy-bhahwbsps-pro01a,0.5,0.6309297535714575
arguana,test-economy-bhahwbsps-pro03a,0.0,0.6309297535714575
arguana,test-economy-egecegphw-con02a,0.0,0.6309297535714575
arguana,test-economy-egecegphw-pro01a,0.0,0.6309297535714575
arguana,test-economy-egiahbwaka-pro03a,0.0,0.6309297535714575
arguana,test-economy-epegiahsc-con03a,0.0,0.27023815442731974
arguana,test-economy-epegiahsc-pro01a,0.0,0.31546487678572877
arguana,test-economy-epehwmrbals-con01a,0.27,0.2559580248098155
arguana,test-economy-epehwmrbals-con02a,0.0,0.27023815442731974
arguana,test-economy-epehwmrbals-pro04a,0.0,0.6309297535714575
arguana,test-economy-eptpghdtre-con03a,0.29,0.5
arguana,test-economy-fiahwpamu-pro01a,0.19,0.6309297535714575
arguana,test-economy-thhghwhwift-con02a,0.0,0.31546487678572877
arguana,test-economy-thhghwhwift-pro01a,0.53,0.6309297535714575
arguana,test-economy-thsptr-con05a,0.31,0.5
arguana,test-economy-thsptr-pro02a,0.0,0.26264953503719357
arguana,test-education-egscphsrdt-con01a,0.0,0.5
arguana,test-education-egscphsrdt-con02a,0.0,0.38685280723454163
arguana,test-education-egscphsrdt-pro02a,0.0,0.6309297535714575
arguana,test-education-egtuscpih-con01a,0.0,0.6309297535714575
arguana,test-education-egtuscpih-con04a,0.0,0.5
arguana,test-education-egtuscpih-pro04a,0.0,0.6309297535714575
arguana,test-education-pshhghwpba0-pro03a,0.0,0.20184908658209985
arguana,test-education-pstrgsehwt-con01a,0.64,0.43067655807339306
arguana,test-education-pstrgsehwt-con03a,0.0,0.3010299956639812
arguana,test-education-pstrgsehwt-pro04a,0.44,0.43067655807339306
arguana,test-education-pteuhwfphe-con02a,0.0,0.6309297535714575
arguana,test-education-pteuhwfphe-pro02a,0.5,0.6309297535714575
arguana,test-education-tuhwastua-pro02a,0.0,0.6309297535714575
arguana,test-education-tuhwastua-pro03a,0.07,0.6309297535714575
arguana,test-education-tuhwastua-pro05a,0.29,0.3562071871080222
arguana,test-education-udfakusma-con04a,0.34,0.6309297535714575
arguana,test-education-udfakusma-pro02a,0.0,0.22424382421757544
arguana,test-education-udfakusma-pro03a,0.0,0.6309297535714575
arguana,test-education-ufsdfkhbwu-con01a,0.0,0.0
arguana,test-education-ufsdfkhbwu-con02a,0.0,0.0
arguana,test-education-ughbuesbf-con01a,0.0,0.3562071871080222
arguana,test-education-ughbuesbf-con05a,0.91,0.5
arguana,test-education-usuprmhbu-pro03a,0.0,0.43067655807339306
arguana,test-education-xeegshwfeu-con01a,0.0,0.3562071871080222
arguana,test-environment-aeghhgwpe-con01a,0.0,0.5
arguana,test-environment-aeghhgwpe-con02a,0.0,0.6309297535714575
arguana,test-environment-aiahwagit-pro01a,0.39,0.43067655807339306
arguana,test-environment-aiahwagit-pro02a,0.0,0.6309297535714575
arguana,test-environment-assgbatj-con03a,0.46,0.43067655807339306
arguana,test-environment-ehwsnwu-con02a,0.0,0.3010299956639812
arguana,test-free-speech-debate-fchbjaj-con02a,0.0,0.5
arguana,test-free-speech-debate-fchbjaj-pro01a,0.0,0.38685280723454163
arguana,test-free-speech-debate-fchbjaj-pro03a,0.0,0.3333333333333333
arguana,test-free-speech-debate-fsaphgiap-con01a,0.14,0.6309297535714575
arguana,test-free-speech-debate-fsaphgiap-con02a,0.0,0.6309297535714575
arguana,test-free-speech-debate-fsaphgiap-pro01a,0.0,0.18665241123894338
arguana,test-free-speech-debate-ldhwprhs-pro01a,0.0,0.6309297535714575
arguana,test-free-speech-debate-nshbbsbfb-pro02a,0.33,0.5
arguana,test-free-speech-debate-nshbcsbawc-con01a,0.0,0.43067655807339306
arguana,test-free-speech-debate-nshbcsbawc-con02a,0.04,0.38685280723454163
arguana,test-free-speech-debate-nshbcsbawc-pro03a,0.0,0.3010299956639812
arguana,test-free-speech-debate-nshbcsbawc-pro04a,0.0,0.0
arguana,test-free-speech-debate-radhbsshr-pro01a,0.0,0.38685280723454163
arguana,test-free-speech-debate-yfsdfkhbwu-pro02a,0.0,0.5
arguana,test-health-ahiahbgbsp-con02a,0.31,0.5
arguana,test-health-ahiahbgbsp-con03a,0.34,0.43067655807339306
arguana,test-health-dhghhbampt-con02a,0.58,0.6309297535714575
arguana,test-health-dhghwapgd-pro02a,0.0,0.3010299956639812
arguana,test-health-dhghwapgd-pro03a,0.0,0.5
arguana,test-health-dhgsshbesbc-con03a,0.0,0.26264953503719357
arguana,test-health-dhgsshbesbc-pro03a,0.0,0.43067655807339306
arguana,test-health-dhpelhbass-con03a,0.0,0.6309297535714575
arguana,test-health-dhpelhbass-con04a,0.0,0.6309297535714575
arguana,test-health-hdond-con01a,0.0,0.25
arguana,test-health-hdond-con04a,0.0,0.6309297535714575
arguana,test-health-hgwhwbjfs-con02a,0.0,0.5
arguana,test-health-hgwhwbjfs-pro03a,0.0,0.31546487678572877
arguana,test-health-hpehwadvoee-con01a,0.0,0.19342640361727081
arguana,test-health-hpehwadvoee-pro04a,0.0,0.6309297535714575
arguana,test-health-ppelfhwbpba-con02a,0.0,0.6309297535714575
arguana,test-international-aahwstdrtfm-con01a,0.0,0.5
arguana,test-international-aegmeppghw-con03a,0.5,0.6309297535714575
arguana,test-international-aghbfcpspr-con01a,0.0,0.31546487678572877
arguana,test-international-aghbfcpspr-con03a,0.88,0.6309297535714575
arguana,test-international-aghbfcpspr-con04a,0.0,0.5
arguana,test-international-aghbfcpspr-pro05a,0.08,0.25
arguana,test-international-aghwrem-con03a,0.0,0.6309297535714575
arguana,test-international-aghwrem-pro03a,0.74,0.6309297535714575
arguana,test-international-aglhrilhb-con01a,0.66,0.18790182470910757
arguana,test-international-aglhrilhb-pro04a,0.0,0.38685280723454163
arguana,test-international-amehbuaisji-con04a,0.0,0.6309297535714575
arguana,test-international-appghblsba-con01a,0.36,0.43067655807339306
arguana,test-international-appghblsba-pro01a,0.0,0.6309297535714575
arguana,test-international-apwhbaucmip-pro01a,0.09,0.43067655807339306
arguana,test-international-atiahblit-pro02a,0.0,0.6309297535714575
arguana,test-international-bldimehbn-con01a,0.0,0.23540891336663824
arguana,test-international-bldimehbn-con03a,0.51,0.5
arguana,test-international-bldimehbn-pro01a,0.0,0.6309297535714575
arguana,test-international-bmaggiahbl-con03a,0.0,0.31546487678572877
arguana,test-international-eghrhbeusli-con01a,0.34,0.6309297535714575
arguana,test-international-eghrhbeusli-pro05a,0.9,0.3010299956639812
arguana,test-international-ehbfe-con01a,0.08,0.6309297535714575
arguana,test-international-ehbfe-con02a,0.0,0.6309297535714575
arguana,test-international-ehbfe-pro02a,0.74,0.5
arguana,test-international-eiahwpamu-pro01a,0.28,0.5
arguana,test-international-eiahwpamu-pro03a,0.0,0.24465054211822604
arguana,test-international-eiahwpamu-pro05a,0.0,0.5
arguana,test-international-emephsate-con01a,0.0,0.38685280723454163
arguana,test-international-emephsate-con03a,0.0,0.6309297535714575
arguana,test-international-epdlhfcefp-con01a,0.9,0.2890648263178879
arguana,test-international-epglghbni-con01a,0.0,0.43067655807339306
arguana,test-international-epglghbni-pro02a,0.0,0.6309297535714575
arguana,test-international-epvhwhranet-con02a,0.0,0.6309297535714575
arguana,test-international-epvhwhranet-pro03a,0.08,0.3333333333333333
arguana,test-international-ghbunhf-con01a,0.0,0.6309297535714575
arguana,test-international-ghbunhf-con05a,0.0,0.6309297535714575
arguana,test-international-ghbunhf-pro02a,0.76,0.5
arguana,test-international-ghbunhf-pro04a,0.0,0.6309297535714575
arguana,test-international-ghwcitca-con03a,0.51,0.6309297535714575
arguana,test-international-gmehbisrip1b-pro01a,0.0,0.5
arguana,test-international-gmehwasr-con02a,0.9400000000000001,0.27023815442731974
arguana,test-international-gmehwasr-con03a,0.0,0.3010299956639812
arguana,test-international-gpdwhwcusa-pro02a,0.0,0.6309297535714575
arguana,test-international-gpsmhbsosb-pro01a,0.0,0.6309297535714575
arguana,test-international-gpsmhbsosb-pro03a,0.0,0.6309297535714575
arguana,test-international-gsciidffe-con04a,0.51,0.6309297535714575
arguana,test-international-gsciidffe-pro03a,0.91,0.38685280723454163
arguana,test-international-gsciidffe-pro04a,0.85,0.38685280723454163
arguana,test-international-iiahwagit-con01a,0.37,0.19342640361727081
arguana,test-international-iiahwagit-con04a,0.0,0.43067655807339306
arguana,test-international-iiahwagit-pro03a,0.0,0.5
arguana,test-international-ipecfiepg-con01a,0.6900000000000001,0.6309297535714575
arguana,test-international-ipecfiepg-con03a,0.0,0.38685280723454163
arguana,test-international-ipecfiepg-pro01a,0.0,0.5
arguana,test-international-iwiaghbss-con01a,0.09,0.43067655807339306
arguana,test-international-iwiaghbss-con02a,0.0,0.43067655807339306
arguana,test-international-miasimyhw-con01a,0.0,0.3333333333333333
arguana,test-international-miasimyhw-pro01a,0.0,0.38685280723454163
arguana,test-international-miasimyhw-pro04a,0.0,0.38685280723454163
arguana,test-international-segiahbarr-con03a,0.81,0.3333333333333333
arguana,test-international-siacphbnt-con03a,0.0,0.6309297535714575
arguana,test-international-siacphbnt-con04a,0.51,0.6309297535714575
arguana,test-international-siacphbnt-pro01a,0.0,0.6309297535714575
arguana,test-international-ssiarcmhb-con04a,0.42,0.5
arguana,test-international-ssiarcmhb-pro01a,0.0,0.6309297535714575
arguana,test-international-ssiarcmhb-pro03a,0.8300000000000001,0.38685280723454163
arguana,test-law-cpilhbishioe-con02a,0.11,0.6309297535714575
arguana,test-law-cpilhbishioe-pro01a,0.0,0.6309297535714575
arguana,test-law-cpilhbishioe-pro03a,0.0,0.6309297535714575
arguana,test-law-cplglghwbhwd-con01a,0.51,0.6309297535714575
arguana,test-law-cplgpshwdp-pro02a,0.0,0.6309297535714575
arguana,test-law-cplgpshwdp-pro03a,0.0,0.3562071871080222
arguana,test-law-cplgpshwdp-pro04a,0.6900000000000001,0.3333333333333333
arguana,test-law-hrilpgwhwr-con01a,0.0,0.6309297535714575
arguana,test-law-hrilpgwhwr-con03a,0.28,0.2890648263178879
arguana,test-law-hrilpgwhwr-con04a,0.0,0.6309297535714575
arguana,test-law-hrpepthwuto-con02a,0.0,0.2559580248098155
arguana,test-law-hrpepthwuto-pro02a,0.0,0.6309297535714575
arguana,test-law-lghbacpsba-con01a,0.0,0.6309297535714575
arguana,test-law-lghbacpsba-con02a,0.0,0.6309297535714575
arguana,test-law-lghbacpsba-pro03a,0.0,0.6309297535714575
arguana,test-law-lgplhbssbco-pro01a,0.0,0.6309297535714575
arguana,test-law-lgplhbssbco-pro04a,0.0,0.6309297535714575
arguana,test-law-phwmfri-pro03a,0.0,0.3333333333333333
arguana,test-law-rmelhrilhbiw-con02a,0.0,0.6309297535714575
arguana,test-law-rmelhrilhbiw-con04a,0.0,0.5
arguana,test-law-rmelhrilhbiw-pro04a,0.0,0.38685280723454163
arguana,test-law-sdfclhrppph-pro04a,0.0,0.6309297535714575
arguana,test-law-sdiflhrdffe-con02a,0.0,0.6309297535714575
arguana,test-law-sdiflhrdffe-con03a,0.0,0.6309297535714575
arguana,test-law-sdiflhrdffe-con04a,0.51,0.6309297535714575
arguana,test-law-tahglcphsld-pro01a,0.0,0.43067655807339306
arguana,test-law-thgglcplgphw-con01a,0.68,0.6309297535714575
arguana,test-philosophy-apessghwba-con02a,0.0,0.5
arguana,test-philosophy-apessghwba-pro01a,0.26,0.31546487678572877
arguana,test-philosophy-apessghwba-pro04a,0.16,0.6309297535714575
arguana,test-philosophy-elhbrd-con02a,0.0,0.31546487678572877
arguana,test-philosophy-eppphwlrtjs-con03a,0.0,0.6309297535714575
arguana,test-philosophy-eppphwlrtjs-pro01a,0.0,0.6309297535714575
arguana,test-philosophy-eppphwlrtjs-pro02a,0.0,0.6309297535714575
arguana,test-philosophy-npegiepp-pro04a,0.0,0.3333333333333333
arguana,test-philosophy-npppmhwup-con03a,0.14,0.3562071871080222
arguana,test-philosophy-npppmhwup-pro01a,0.3,0.6309297535714575
arguana,test-philosophy-pphbclsbs-con03a,0.41000000000000003,0.22424382421757544
arguana,test-philosophy-pphbclsbs-con04a,0.0,0.6309297535714575
arguana,test-philosophy-pphbclsbs-con05a,0.0,0.15117821092177644
arguana,test-philosophy-pphbclsbs-pro01a,0.86,0.16666666666666666
arguana,test-philosophy-pphbclsbs-pro02a,0.0,0.43067655807339306
arguana,test-philosophy-pphbclsbs-pro03a,0.0,0.6309297535714575
arguana,test-philosophy-pphbclsbs-pro05a,0.0,0.16260831227163416
arguana,test-politics-cdfsaphgiap-con02a,0.08,0.5
arguana,test-politics-cdfsaphgiap-pro01a,0.0,0.18428883314870617
arguana,test-politics-cdmaggpdgdf-pro05a,0.0,0.6309297535714575
arguana,test-politics-cpecfiepg-pro01a,0.0,0.6309297535714575
arguana,test-politics-cpegiepgh-con03a,0.0,0.6309297535714575
arguana,test-politics-cpegiepgh-pro02a,0.0,0.6309297535714575
arguana,test-politics-dhbanhrnw-con04a,0.15,0.5
arguana,test-politics-dhwem-con01a,0.0,0.43067655807339306
arguana,test-politics-dhwem-pro04a,0.62,0.6309297535714575
arguana,test-politics-eppghwgpi-con05a,0.07,0.3562071871080222
arguana,test-politics-eppghwgpi-pro04a,0.0,0.38685280723454163
arguana,test-politics-eppghwgpi-pro05a,0.0,0.6309297535714575
arguana,test-politics-eppghwlrba-pro03a,0.18,0.5
arguana,test-politics-ghbgussbsbt-con04a,0.0,0.6309297535714575
arguana,test-politics-glghssi-con02a,0.06,0.5
arguana,test-politics-glgvhbqssc-con02a,0.0,0.3333333333333333
arguana,test-politics-grcrgshwbr-con02a,0.0,0.43067655807339306
arguana,test-politics-grcrgshwbr-pro04a,0.0,0.2103099178571525
arguana,test-politics-gvhbhlsbr-pro03a,0.0,0.43067655807339306
arguana,test-politics-gvhwhnerse-con02a,0.0,0.0
arguana,test-politics-lghwdecm-pro02a,0.0,0.6309297535714575
arguana,test-politics-nlpdwhbusbuc-con03a,0.0,0.38685280723454163
arguana,test-politics-oapdhwinkp-pro01a,0.0,0.23137821315975915
arguana,test-politics-oepdlhfcefp-con01a,0.93,0.27894294565112987
arguana,test-politics-oepdlhfcefp-pro02a,0.92,0.3010299956639812
arguana,test-politics-oepghbrnsl-con03a,0.41000000000000003,0.6309297535714575
arguana,test-politics-oepghbrnsl-pro02a,0.67,0.38685280723454163
arguana,test-politics-oepghbrnsl-pro04a,0.0,0.6309297535714575
arguana,test-politics-oeplhbuwhmi-pro03a,0.32,0.43067655807339306
arguana,test-politics-oglilpdwhsn-con01a,0.0,0.38685280723454163
arguana,test-politics-oglilpdwhsn-pro03a,0.0,0.3333333333333333
arguana,test-politics-pgsimhwoia-pro01a,0.0,0.6309297535714575
arguana,test-politics-ypppdghwid-con04a,0.0,0.43067655807339306
arguana,test-politics-ypppdghwid-pro04a,0.0,0.6309297535714575
arguana,test-politics-ypppgvhwmv-pro03a,0.12,0.6309297535714575
arguana,test-politics-ypppgvhwmv-pro04a,0.0,0.6309297535714575
arguana,test-politics-ypppgvhwmv-pro05a,0.0,0.6309297535714575
arguana,test-religion-cmrsgfhbr-pro01a,0.0,0.31546487678572877
arguana,test-religion-grcrgshwbr-pro01a,0.0,0.43067655807339306
arguana,test-religion-grcrgshwbr-pro02a,0.0,0.38685280723454163
arguana,test-religion-grcrgshwbr-pro03a,0.51,0.5
arguana,test-religion-grcrgshwbr-pro05a,0.0,0.6309297535714575
arguana,test-religion-msgfhwbamec-pro03a,0.51,0.6309297535714575
arguana,test-religion-wcprrgrhbmi-con01a,0.0,0.6309297535714575
arguana,test-religion-wcprrgrhbmi-con02a,0.0,0.21810429198553155
arguana,test-religion-yercfrggms-con03a,0.0,0.6309297535714575
arguana,test-science-ciidfaihwc-con02a,0.0,0.43067655807339306
arguana,test-science-ciidfaihwc-pro01a,0.03,0.6309297535714575
arguana,test-science-cpisydfphwj-con03a,0.0,0.6309297535714575
arguana,test-science-dssghsdmd-con03a,0.0,0.43067655807339306
arguana,test-science-eassgbatj-con01a,0.0,0.1905514124267734
arguana,test-science-eassgbatj-con05a,0.0,0.43067655807339306
arguana,test-science-eassgbatj-pro03a,0.35000000000000003,0.43067655807339306
arguana,test-science-eassgbatj-pro04a,0.0,0.38685280723454163
arguana,test-science-eassgbatj-pro05a,0.0,0.22106472945750374
arguana,test-science-nsihwbtiss-con02a,0.0,0.2890648263178879
arguana,test-science-wsihwclscaaw-con02a,0.0,0.6309297535714575
arguana,test-society-asfhwapg-con03a,0.0,0.6309297535714575
arguana,test-society-asfhwapg-pro01a,0.0,0.6309297535714575
arguana,test-society-epiasghbf-con03a,0.0,0.5
arguana,test-society-epiasghbf-pro01a,0.0,0.5
arguana,test-society-ghbgqeaaems-con03a,0.0,0.43067655807339306
arguana,test-society-ghbgqeaaems-pro03a,0.41000000000000003,0.43067655807339306
arguana,test-society-ghbgqeaaems-pro04a,0.0,0.6309297535714575
arguana,test-society-mmcpsgfhbf-con01a,0.14,0.6309297535714575
arguana,test-society-mmcpsgfhbf-pro02a,0.0,0.6309297535714575
arguana,test-society-mmcpsgfhbf-pro03a,0.0,0.27894294565112987
arguana,test-society-mmcpsgfhbf-pro04a,0.15,0.2890648263178879
arguana,test-society-simhbrasnba-pro02a,0.0,0.6309297535714575
arguana,test-society-simhbrasnba-pro03a,0.0,0.3562071871080222
arguana,test-society-tsmihwurpp-pro01a,0.0,0.6309297535714575
arguana,test-society-tsmihwurpp-pro02a,0.88,0.3010299956639812
arguana,test-society-tsmihwurpp-pro03a,0.0,0.38685280723454163
arguana,test-sport-aastshsrqsar-pro03a,0.0,0.6309297535714575
arguana,test-sport-otshwbe2uuyt-con02a,0.0,0.6309297535714575
arguana,test-sport-tshbmlbscac-con04a,0.66,0.5
arguana,test-sport-tshbmlbscac-pro03a,0.51,0.6309297535714575
arguana,test-sport-ybfgsohbhog-con02a,0.0,0.6309297535714575
arguana,test-sport-ybfgsohbhog-pro02a,0.0,0.6309297535714575
fiqa,10034,0.03,0.6131471927654584
fiqa,10136,0.0,0.3908053931659701
fiqa,10137,0.0,0.5
fiqa,10246,0.0,0.0
fiqa,104,0.0,0.6131471927654584
fiqa,10447,0.13,0.2960819109658652
fiqa,10558,0.0,0.7841802768331765
fiqa,10601,0.66,0.43067655807339306
fiqa,10628,0.0,0.3333333333333333
fiqa,10639,0.0,0.42597098150954243
fiqa,10827,0.0,0.16958010263680806
fiqa,10845,0.0,1.0
fiqa,1085,0.0,0.0
fiqa,109,0.0,1.0
fiqa,1090,0.0,0.38685280723454163
fiqa,10932,0.0,1.0
fiqa,10975,0.93,0.2037950470905062
fiqa,11039,0.34,0.23463726180528163
fiqa,11088,0.0,1.0
fiqa,1198,0.0,1.0
fiqa,1309,0.72,0.6179274690224502
fiqa,1321,0.0,0.0
fiqa,1416,0.25,0.23981246656813146
fiqa,1676,0.71,0.848013871103575
fiqa,1748,0.54,0.5893943818208077
fiqa,1819,0.4,0.6237763417011962
fiqa,1826,0.0,1.0
fiqa,1832,0.14,0.6309297535714575
fiqa,1877,0.0,1.0
fiqa,1915,0.0,1.0
fiqa,1920,0.0,0.18428883314870617
fiqa,1933,0.0,1.0
fiqa,1948,0.0,1.0
fiqa,2010,0.25,0.5833416105149332
fiqa,2070,0.48,0.3547550188094295
fiqa,2088,0.0,0.0
fiqa,2183,0.0,0.6898511839334865
fiqa,2306,0.24,0.6131471927654584
fiqa,2318,0.06,0.6309297535714575
fiqa,2330,0.0,0.7254569047641046
fiqa,2334,0.0,0.8164569778296022
fiqa,2383,0.0,0.6131471927654584
fiqa,2384,0.29,0.23540891336663824
fiqa,2395,0.65,0.31546487678572877
fiqa,2400,0.0,0.5607688474437151
fiqa,2407,0.9,0.25382139334525206
fiqa,2416,0.0,1.0
fiqa,2443,0.77,0.1949590218937863
fiqa,2460,0.0,1.0
fiqa,2513,0.0,0.5
fiqa,2549,0.0,0.7135228558415218
fiqa,2568,0.0,0.6181670453735085
fiqa,2580,0.48,0.7653606369886217
fiqa,2587,0.0,1.0
fiqa,2589,0.0,0.8758330319477191
fiqa,2590,0.0,0.5668955514145251
fiqa,2593,0.49,0.7409026621337467
fiqa,26,0.0,0.3078718055913328
fiqa,2648,0.0,1.0
fiqa,2713,0.19,0.6131471927654584
fiqa,2724,0.0,0.7631539858737962
fiqa,2747,0.15,1.0
fiqa,2749,0.03,0.7977228895450266
fiqa,2801,0.33,0.8503449055347546
fiqa,2856,0.03,0.8549237190135885
fiqa,2885,0.0,0.0
fiqa,2903,0.0,0.26264953503719357
fiqa,2923,0.0,0.9055950283550284
fiqa,2994,0.03,0.581817614818224
fiqa,3006,0.0,0.4296937870297496
fiqa,3085,0.1,0.30032713885777473
fiqa,3091,0.0,0.9999999999999999
fiqa,3103,0.0,1.0
fiqa,3115,0.25,0.6105858728157117
fiqa,3148,0.05,0.5531464700081437
fiqa,3177,0.18,0.30792289822140545
fiqa,3179,0.0,0.8175295903539445
fiqa,3186,0.08,1.0
fiqa,3189,0.0,0.11164668500969883
fiqa,3357,0.14,1.0
fiqa,3404,0.0,0.7116732587592631
fiqa,3503,0.0,0.6045457614525803
fiqa,3512,0.0,0.7977228895450266
fiqa,3528,0.36,0.6309297535714575
fiqa,3530,0.0,0.2547524607214892
fiqa,3615,0.05,1.0
fiqa,3625,0.0,0.46927872602275644
fiqa,3694,0.0,0.7741900178546666
fiqa,3781,0.0,1.0
fiqa,3789,0.13,0.8318724637288826
fiqa,3791,0.92,0.6045356487054212
fiqa,3859,0.91,0.1949590218937863
fiqa,3888,0.0,0.0
fiqa,3932,0.0,0.3996133408589148
fiqa,3934,0.12,0.27807968740219335
fiqa,4007,0.0,0.6105456988825855
fiqa,4011,0.0,1.0
fiqa,4031,0.0,0.0
fiqa,4071,0.0,0.0
fiqa,4142,0.15,0.4352602451647464
fiqa,4153,0.0,0.0
fiqa,4179,0.0,0.6309297535714575
fiqa,42,0.24,0.4060467736833619
fiqa,4205,0.0,0.6483407977517444
fiqa,4265,0.0,0.8169873177162533
fiqa,4286,0.0,0.6131471927654584
fiqa,4306,0.22,0.8039281795867445
fiqa,4312,0.0,0.8086651202760602
fiqa,4339,0.0,1.0
fiqa,4394,0.0,0.0
fiqa,4409,0.0,0.4651467675185099
fiqa,4411,0.0,0.6362795507036734
fiqa,4414,0.33,0.5401396054259062
fiqa,4415,0.0,0.2489792351299002
fiqa,4433,0.43,0.13373003436102654
fiqa,4447,0.03,1.0
fiqa,4484,0.0,1.0
fiqa,4514,0.0,0.7417566796643835
fiqa,4523,0.24,0.4692922068093051
fiqa,4539,0.0,0.3065735963827292
fiqa,4571,0.03,0.9010126104210695
fiqa,4600,0.0,1.0
fiqa,4605,0.03,0.8135628296448026
fiqa,4641,0.0,0.4845572292676487
fiqa,4678,0.0,0.0
fiqa,4681,0.0,1.0
fiqa,4700,0.0,1.0
fiqa,4785,0.0,1.0
fiqa,4804,0.08,1.0
fiqa,4813,0.0,0.6309297535714575
fiqa,4845,0.0,0.8886164761813452
fiqa,4863,0.4,0.8348200792023318
fiqa,4865,0.0,0.23540891336663824
fiqa,4962,0.0,0.6131471927654584
fiqa,4968,0.7000000000000001,1.0
fiqa,5021,0.0,0.0
fiqa,503,0.0,0.0
fiqa,5030,0.0,0.0
fiqa,5045,0.0,0.3333333333333333
fiqa,5061,0.0,0.0
fiqa,5064,0.12,1.0
fiqa,5085,0.0,1.0
fiqa,5090,0.0,0.6131471927654584
fiqa,5134,0.0,0.6131471927654584
fiqa,5150,0.28,0.43067655807339306
fiqa,5185,0.0,0.0
fiqa,5206,0.0,0.13032376591037062
fiqa,5228,0.0,0.15643778834207153
fiqa,5231,0.0,0.0
fiqa,5255,0.0,1.0
fiqa,5343,0.0,0.6309297535714575
fiqa,5356,0.19,0.5785854121593106
fiqa,5410,0.17,0.25598580395993586
fiqa,5460,0.8,0.14964161162212017
fiqa,5464,0.0,0.756836050479995
fiqa,547,0.0,0.0
fiqa,549,0.47000000000000003,0.25
fiqa,5505,0.06,1.0
fiqa,5511,0.12,0.2726951578482285
fiqa,5534,0.0,0.6131471927654584
fiqa,5592,0.0,1.0
fiqa,5616,0.0,0.3333333333333333
fiqa,5620,0.0,0.07386004580671933
fiqa,5683,0.0,1.0
fiqa,5763,0.0,0.08080765379783027
fiqa,5782,0.32,0.4657602567312114
fiqa,5808,0.0,0.6309297535714575
fiqa,5862,0.0,0.3554653196507138
fiqa,5903,0.0,0.0
fiqa,594,0.0,0.6131471927654584
fiqa,5970,0.26,0.7149900109169716
fiqa,5981,0.03,1.0
fiqa,6002,0.07,0.9447429113221963
fiqa,6005,0.29,0.5977694218117344
fiqa,6009,0.46,0.24465054211822604
fiqa,604,0.0,0.5642385222468492
fiqa,6110,0.23,0.607357900448172
fiqa,6122,0.91,0.5453377909081571
fiqa,6131,0.0,0.5184090399392688
fiqa,6146,0.0,1.0
fiqa,6219,0.0,1.0
fiqa,6221,0.55,0.10147510096204736
fiqa,6395,0.0,0.0
fiqa,6420,0.05,0.766433990956823
fiqa,6441,0.1,0.5
fiqa,6525,0.0,0.7653606369886217
fiqa,6554,0.44,0.6131471927654584
fiqa,6562,0.44,0.39619230009386913
fiqa,6611,0.5,0.7700871371433883
fiqa,6612,0.9500000000000001,0.14628164519652434
fiqa,6629,0.0,0.0
fiqa,6683,0.38,0.5640920940185894
fiqa,6713,0.0,0.7574875071481796
fiqa,6746,0.0,0.38685280723454163
fiqa,6787,0.0,0.0
fiqa,6792,0.0,0.0
fiqa,68,0.0,0.0
fiqa,6803,0.0,0.6944125329309081
fiqa,6814,0.0,0.0
fiqa,6835,0.0,0.38685280723454163
fiqa,684,0.0,0.20584683246043448
fiqa,6862,0.0,1.0
fiqa,687,0.0,0.14434031438272124
fiqa,6875,0.0,0.0
fiqa,6891,0.25,0.6429676436429463
fiqa,6901,0.0,0.22650192316223594
fiqa,6907,0.3,1.0
fiqa,6985,0.0,1.0
fiqa,7068,0.5,1.0
fiqa,7080,0.22,0.9197207891481876
fiqa,7098,0.0,0.3532053820772806
fiqa,7105,0.52,1.0
fiqa,7124,0.0,0.6816587806335841
fiqa,7141,0.0,0.3065735963827292
fiqa,7145,0.0,0.24833145093881862
fiqa,715,0.0,0.0
fiqa,7206,0.0,0.0
fiqa,7218,0.0,0.5
fiqa,7269,0.0,0.38685280723454163
fiqa,7279,0.0,0.8852970694586624
fiqa,7295,0.0,0.0
fiqa,7311,0.0,0.0
fiqa,7329,0.0,0.6131471927654584
fiqa,744,0.0,0.46927872602275644
fiqa,7448,0.0,1.0
fiqa,7456,0.9400000000000001,0.17219543379409813
fiqa,7463,0.52,0.48074667499941126
fiqa,7467,0.0,1.0
fiqa,7484,0.0,1.0
fiqa,7512,0.0,0.0
fiqa,7529,0.81,0.6131471927654584
fiqa,753,0.35000000000000003,0.6131471927654584
fiqa,7533,0.0,0.10466868931043802
